AREA,MACHINE,MATERIAL SKU,OUTPUT (CS),P1,P2,P3,P4,P5,P6,P7,P8,...
PKG,Flowrap 02,61034595,"35,424","P11242172
35,424 PC","P11270186
5,101,056 PC","P11270042
35,424 PC","P11270056
286.93 ROL","P11270120
196.96 PC","P11270195
65.18 KG",,,
